LineId,Time,Level,Content,EventId,EventTemplate,Content_clean,EventTemplate_clean,Level_encoded
933,2005-12-04 20:16:10,notice,jk2_init() Found child 1913 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
934,2005-12-04 20:16:10,notice,jk2_init() Found child 1914 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
935,2005-12-04 20:16:15,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
936,2005-12-04 20:16:15,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
937,2005-12-04 20:16:15,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
938,2005-12-04 20:16:15,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
939,2005-12-04 20:16:15,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
940,2005-12-04 20:16:15,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
941,2005-12-04 20:16:15,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
942,2005-12-04 20:16:15,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
943,2005-12-04 20:20:57,notice,jk2_init() Found child 1931 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
944,2005-12-04 20:21:09,notice,jk2_init() Found child 1932 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
945,2005-12-04 20:21:08,notice,jk2_init() Found child 1933 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
946,2005-12-04 20:21:21,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
947,2005-12-04 20:21:31,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
948,2005-12-04 20:21:31,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
949,2005-12-04 20:21:37,notice,jk2_init() Found child 1934 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
950,2005-12-04 20:21:36,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
951,2005-12-04 20:22:09,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
952,2005-12-04 20:22:12,notice,jk2_init() Found child 1936 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
953,2005-12-04 20:22:12,notice,jk2_init() Found child 1935 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
954,2005-12-04 20:22:49,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
955,2005-12-04 20:22:52,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
956,2005-12-04 20:22:57,notice,jk2_init() Found child 1937 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
957,2005-12-04 20:23:12,notice,jk2_init() Found child 1938 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
958,2005-12-04 20:24:45,notice,jk2_init() Found child 1950 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
959,2005-12-04 20:24:45,notice,jk2_init() Found child 1951 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
960,2005-12-04 20:24:45,notice,jk2_init() Found child 1949 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
961,2005-12-04 20:24:45,notice,jk2_init() Found child 1948 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
962,2005-12-04 20:24:49,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
963,2005-12-04 20:24:49,error,mod_jk child workerEnv in error state 8,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
964,2005-12-04 20:24:49,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
965,2005-12-04 20:24:49,error,mod_jk child workerEnv in error state 8,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
966,2005-12-04 20:24:49,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
967,2005-12-04 20:24:49,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
968,2005-12-04 20:24:49,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
969,2005-12-04 20:24:49,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
970,2005-12-04 20:26:10,notice,jk2_init() Found child 1957 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
971,2005-12-04 20:26:53,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
972,2005-12-04 20:26:54,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
973,2005-12-04 20:26:58,notice,jk2_init() Found child 1959 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
974,2005-12-04 20:26:58,notice,jk2_init() Found child 1958 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
975,2005-12-04 20:27:43,notice,jk2_init() Found child 1961 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
976,2005-12-04 20:28:00,notice,jk2_init() Found child 1962 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
977,2005-12-04 20:28:00,notice,jk2_init() Found child 1963 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
978,2005-12-04 20:28:26,notice,jk2_init() Found child 1964 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
979,2005-12-04 20:28:39,notice,jk2_init() Found child 1966 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
980,2005-12-04 20:28:39,notice,jk2_init() Found child 1967 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
981,2005-12-04 20:28:39,notice,jk2_init() Found child 1965 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
982,2005-12-04 20:29:34,notice,jk2_init() Found child 1970 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
983,2005-12-04 20:30:59,notice,jk2_init() Found child 1984 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
984,2005-12-04 20:31:35,notice,jk2_init() Found child 1990 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
985,2005-12-04 20:32:37,notice,jk2_init() Found child 1999 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
986,2005-12-04 20:32:37,notice,jk2_init() Found child 2000 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
987,2005-12-04 20:32:37,notice,jk2_init() Found child 1998 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
988,2005-12-04 20:32:50,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
989,2005-12-04 20:32:50,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
990,2005-12-04 20:32:50,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
991,2005-12-04 20:32:55,error,mod_jk child workerEnv in error state 10,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
992,2005-12-04 20:32:55,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
993,2005-12-04 20:32:55,error,mod_jk child workerEnv in error state 10,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
994,2005-12-04 20:33:35,notice,jk2_init() Found child 2002 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
995,2005-12-04 20:33:35,notice,jk2_init() Found child 2001 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
996,2005-12-04 20:33:47,notice,jk2_init() Found child 2005 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
997,2005-12-04 20:33:47,notice,jk2_init() Found child 2004 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
998,2005-12-04 20:34:13,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
999,2005-12-04 20:34:14,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
1000,2005-12-04 20:34:20,notice,jk2_init() Found child 2007 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
1001,2005-12-04 20:34:20,notice,jk2_init() Found child 2006 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
1002,2005-12-04 20:34:21,notice,jk2_init() Found child 2008 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
1003,2005-12-04 20:34:25,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
1004,2005-12-04 20:34:25,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
1005,2005-12-04 20:34:25,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
1006,2005-12-04 20:34:25,error,mod_jk child workerEnv in error state 9,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
1007,2005-12-04 20:34:25,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
1008,2005-12-04 20:34:25,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
1009,2005-12-04 20:37:29,notice,jk2_init() Found child 2028 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
1010,2005-12-04 20:37:29,notice,jk2_init() Found child 2027 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
1011,2005-12-04 20:37:29,notice,jk2_init() Found child 2029 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
1012,2005-12-04 20:37:46,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
1013,2005-12-04 20:37:46,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
1014,2005-12-04 20:37:49,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
1015,2005-12-04 20:37:49,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
1016,2005-12-04 20:38:10,notice,jk2_init() Found child 2030 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
1017,2005-12-04 20:38:10,notice,jk2_init() Found child 2031 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
1018,2005-12-04 20:38:11,notice,jk2_init() Found child 2032 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
1019,2005-12-04 20:38:14,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
1020,2005-12-04 20:38:14,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
1021,2005-12-04 20:38:14,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
1022,2005-12-04 20:38:14,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
1023,2005-12-04 20:38:14,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
1024,2005-12-04 20:38:14,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
1025,2005-12-04 20:41:12,notice,jk2_init() Found child 2042 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
1026,2005-12-04 20:41:47,notice,jk2_init() Found child 2045 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
1027,2005-12-04 20:42:42,notice,jk2_init() Found child 2051 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
1028,2005-12-04 20:44:29,notice,jk2_init() Found child 2059 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
1029,2005-12-04 20:44:29,notice,jk2_init() Found child 2060 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
1030,2005-12-04 20:44:30,notice,jk2_init() Found child 2061 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
1031,2005-12-04 20:47:16,notice,jk2_init() Found child 2081 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
1032,2005-12-04 20:47:16,error,jk2_init() Can't find child 2082 in scoreboard,E5,jk2_init() Can't find child <*> in scoreboard,jknum_init cant find child num in scoreboard,jknum_init cant find child in scoreboard,0
1033,2005-12-04 20:47:16,notice,jk2_init() Found child 2083 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
1034,2005-12-04 20:47:16,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
1035,2005-12-04 20:47:16,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
1036,2005-12-04 20:47:16,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
1037,2005-12-04 20:47:16,error,mod_jk child init 1 -2,E6,mod_jk child init <*> <*>,mod_jk child init num num,mod_jk child init,0
1038,2005-12-04 20:47:16,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
1039,2005-12-04 20:47:16,error,mod_jk child workerEnv in error state 9,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
1040,2005-12-04 20:47:17,error,jk2_init() Can't find child 2085 in scoreboard,E5,jk2_init() Can't find child <*> in scoreboard,jknum_init cant find child num in scoreboard,jknum_init cant find child in scoreboard,0
1041,2005-12-04 20:47:17,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
1042,2005-12-04 20:47:17,error,mod_jk child init 1 -2,E6,mod_jk child init <*> <*>,mod_jk child init num num,mod_jk child init,0
1043,2005-12-04 20:47:17,error,jk2_init() Can't find child 2086 in scoreboard,E5,jk2_init() Can't find child <*> in scoreboard,jknum_init cant find child num in scoreboard,jknum_init cant find child in scoreboard,0
1044,2005-12-04 20:47:17,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
1045,2005-12-04 20:47:17,error,mod_jk child init 1 -2,E6,mod_jk child init <*> <*>,mod_jk child init num num,mod_jk child init,0
1046,2005-12-04 20:47:17,error,jk2_init() Can't find child 2087 in scoreboard,E5,jk2_init() Can't find child <*> in scoreboard,jknum_init cant find child num in scoreboard,jknum_init cant find child in scoreboard,0
1047,2005-12-04 20:47:17,notice,jk2_init() Found child 2084 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
1048,2005-12-04 20:47:17,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
1049,2005-12-04 20:47:17,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
1050,2005-12-04 20:47:17,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
1051,2005-12-04 20:47:17,error,mod_jk child init 1 -2,E6,mod_jk child init <*> <*>,mod_jk child init num num,mod_jk child init,0
1052,2005-12-05 01:04:31,error,[client 218.62.18.218] Directory index forbidden by rule: /var/www/html/,E4,[client <*>] Directory index forbidden by rule: <*>,client ip directory index forbidden by rule varwwwhtml,client directory index forbidden by rule,0
1053,2005-12-05 01:30:32,error,[client 211.62.201.48] Directory index forbidden by rule: /var/www/html/,E4,[client <*>] Directory index forbidden by rule: <*>,client ip directory index forbidden by rule varwwwhtml,client directory index forbidden by rule,0
1054,2005-12-05 03:21:00,notice,jk2_init() Found child 2760 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
1055,2005-12-05 03:21:02,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
1056,2005-12-05 03:21:02,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
1057,2005-12-05 03:23:21,notice,jk2_init() Found child 2763 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
1058,2005-12-05 03:23:24,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
1059,2005-12-05 03:23:24,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
1060,2005-12-05 03:23:24,error,[client 218.207.61.7] Directory index forbidden by rule: /var/www/html/,E4,[client <*>] Directory index forbidden by rule: <*>,client ip directory index forbidden by rule varwwwhtml,client directory index forbidden by rule,0
1061,2005-12-05 03:25:44,notice,jk2_init() Found child 2773 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
1062,2005-12-05 03:25:46,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
1063,2005-12-05 03:25:46,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
1064,2005-12-05 03:36:51,notice,jk2_init() Found child 2813 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
1065,2005-12-05 03:36:51,notice,jk2_init() Found child 2815 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
1066,2005-12-05 03:36:51,notice,jk2_init() Found child 2812 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
1067,2005-12-05 03:36:51,notice,jk2_init() Found child 2811 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
1068,2005-12-05 03:36:57,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
1069,2005-12-05 03:36:57,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
1070,2005-12-05 03:36:57,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
1071,2005-12-05 03:36:57,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
1072,2005-12-05 03:36:57,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
1073,2005-12-05 03:36:57,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
1074,2005-12-05 03:36:57,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
