step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
297,PAYMENT,19311.46,C1944977077,21286.0,1974.54,M1354904514,0.0,0.0,0
297,CASH_OUT,117308.61,C657922171,154195.0,36886.39,C853527969,314287.9,620872.66,0
297,CASH_OUT,184454.13,C30587008,0.0,0.0,C1291681774,8943028.83,9127482.96,0
297,CASH_OUT,435559.28,C1354005031,0.0,0.0,C119697400,1160027.08,1595586.36,0
297,TRANSFER,1226394.79,C459927844,14929.0,0.0,C710429046,413744.85,1640139.64,0
297,CASH_OUT,181654.49,C728248743,531.0,0.0,C174973962,0.0,181654.49,0
297,CASH_OUT,442009.72,C453355405,5170.0,0.0,C1594427897,46246.64,488256.36,0
297,CASH_OUT,43987.53,C974903699,0.0,0.0,C1322529071,45242.98,89230.51,0
297,CASH_IN,47328.81,C1465361189,19880190.71,19927519.52,C2013690708,371533.43,324204.62,0
297,CASH_IN,348278.73,C974538963,363.0,348641.73,C181587238,2352031.58,2162390.72,0
297,CASH_OUT,422755.58,C1858998593,0.0,0.0,C1480817930,595070.39,1017825.97,0
297,CASH_OUT,9127.77,C1623880446,801468.0,792340.23,C1062077601,1639512.72,2059668.94,0
297,CASH_OUT,61801.06,C528766792,0.0,0.0,C281947676,5121073.25,5182874.31,0
297,CASH_IN,390867.36,C1927588980,133.0,391000.36,C680663955,0.0,0.0,0
297,PAYMENT,36386.17,C1646246004,88081.7,51695.53,M187228049,0.0,0.0,0
297,PAYMENT,24000.75,C356974861,22389.0,0.0,M1576156471,0.0,0.0,0
297,CASH_OUT,155307.98,C2099242762,0.0,0.0,C1292827974,28454281.97,28609589.95,0
297,CASH_OUT,250852.87,C85918054,0.0,0.0,C1278278157,3700675.86,3951528.74,0
297,PAYMENT,22196.15,C704627725,127676.0,105479.85,M870650346,0.0,0.0,0
297,CASH_OUT,164839.1,C1630083563,5692.0,0.0,C569078972,0.0,164839.1,0
297,CASH_OUT,51975.17,C518455881,278.0,0.0,C1358691406,0.0,51975.17,0
297,PAYMENT,3117.85,C439991632,56540.0,53422.15,M455771156,0.0,0.0,0
297,PAYMENT,33062.11,C1205839511,0.0,0.0,M1191765483,0.0,0.0,0
297,PAYMENT,76976.71,C1186355849,10653.0,0.0,M713243245,0.0,0.0,0
297,TRANSFER,421567.72,C1707773497,0.0,0.0,C1935825083,495170.09,916737.82,0
297,CASH_IN,374468.55,C31441465,3272103.19,3646571.74,C705284626,424397.34,49928.8,0
297,PAYMENT,33754.85,C1958049082,3302.21,0.0,M2114008417,0.0,0.0,0
297,PAYMENT,5729.83,C667388352,387973.6,382243.78,M1904864010,0.0,0.0,0
297,PAYMENT,45399.61,C711877336,0.0,0.0,M1195810328,0.0,0.0,0
297,CASH_OUT,14383.23,C755625221,0.0,0.0,C1840513360,892920.62,907303.85,0
297,CASH_IN,25641.36,C340156164,103238.0,128879.36,C1328710513,94858.27,69216.91,0
297,CASH_IN,160831.09,C1684535091,15364463.32,15525294.41,C1159364184,3776973.71,3616142.61,0
297,PAYMENT,3897.42,C1381801511,3741.0,0.0,M801511673,0.0,0.0,0
297,PAYMENT,4171.77,C983300450,262822.94,258651.17,M2072175316,0.0,0.0,0
297,CASH_OUT,253116.12,C652760108,648416.0,395299.88,C1150916959,1253180.07,1506296.2,0
297,TRANSFER,121447.04,C609593110,72705.0,0.0,C1144057811,8082240.84,8203687.88,0
297,CASH_IN,2759.93,C1531223112,51605.0,54364.93,C291622848,155212.13,152452.21,0
297,CASH_IN,521638.51,C1242043796,10719.0,532357.51,C1191625973,455464.43,0.0,0
297,CASH_IN,471368.24,C2113492255,19041.0,490409.24,C1784190103,81060.18,0.0,0
297,CASH_IN,67410.99,C203030297,82280.0,149690.99,C126001753,0.0,0.0,0
297,CASH_OUT,34803.14,C659255818,0.0,0.0,C122842211,1262576.71,1297379.84,0
297,PAYMENT,16154.1,C180651236,18797.25,2643.15,M47630191,0.0,0.0,0
297,CASH_OUT,285242.61,C182740525,67139.0,0.0,C1439856770,321283.99,606526.59,0
297,PAYMENT,35138.29,C606707511,146706.71,111568.41,M1707994304,0.0,0.0,0
297,CASH_OUT,200640.55,C1683316164,573989.0,373348.45,C1114316195,4133902.86,4334543.41,0
297,CASH_IN,31031.13,C1613262085,2553709.84,2584740.96,C1188520506,1032696.11,1001664.98,0
297,PAYMENT,398.96,C1242677694,80583.0,80184.04,M1660735259,0.0,0.0,0
297,PAYMENT,22749.33,C1369528463,412452.0,389702.67,M43491439,0.0,0.0,0
297,CASH_OUT,78419.73,C834214926,0.0,0.0,C282346087,107308.96,185728.69,0
297,PAYMENT,50491.67,C484108706,0.0,0.0,M627071883,0.0,0.0,0
297,PAYMENT,12968.9,C594179868,0.0,0.0,M1245116383,0.0,0.0,0
297,CASH_IN,385071.0,C2057235897,5623106.93,6008177.93,C496829822,568097.02,183026.02,0
297,CASH_OUT,98671.63,C540827441,0.0,0.0,C376230237,126640.02,225311.65,0
297,CASH_OUT,140902.7,C2123751251,33844.0,0.0,C524729872,754567.9,895470.6,0
297,PAYMENT,11740.34,C1353658313,57817.01,46076.68,M960541924,0.0,0.0,0
297,CASH_OUT,203441.78,C176268269,100256.0,0.0,C85329737,1030575.04,1234016.83,0
297,PAYMENT,29708.31,C1250370597,0.0,0.0,M800281206,0.0,0.0,0
297,CASH_OUT,228462.91,C75251057,84214.04,0.0,C1204904393,1357040.53,1585503.44,0
297,CASH_OUT,78096.0,C319217713,29774.0,0.0,C320637366,0.0,78096.0,0
297,CASH_OUT,419.59,C2094400033,0.0,0.0,C2016066550,28708.35,29127.94,0
297,PAYMENT,35485.47,C1534980440,10115.0,0.0,M2055547958,0.0,0.0,0
297,TRANSFER,57466.42,C327529413,57466.42,0.0,C1312651725,0.0,0.0,1
297,CASH_OUT,5591647.96,C1455120619,5591647.96,0.0,C2080178799,952338.2,6543986.15,1
297,TRANSFER,3105902.49,C483009518,3105902.49,0.0,C1272462265,0.0,0.0,1
297,CASH_OUT,3105902.49,C239028627,3105902.49,0.0,C836881979,2966634.88,6072537.37,1
297,CASH_OUT,2131624.18,C2068796286,2131624.18,0.0,C1607775090,227891.76,2359515.95,1
297,CASH_OUT,57466.42,C1927883034,57466.42,0.0,C451356274,1001258.8,1058725.22,1
297,CASH_IN,103152.5,C562891267,9048727.77,9151880.27,C796323723,350554.51,247402.01,0
297,CASH_OUT,46363.51,C900152007,0.0,0.0,C329221080,71703.29,118066.8,0
297,PAYMENT,4441.02,C1854587065,0.0,0.0,M252787814,0.0,0.0,0
297,CASH_IN,85140.98,C233591760,10777071.25,10862212.23,C317543876,728412.78,643271.79,0
297,CASH_OUT,116583.38,C1704553598,279635.19,163051.82,C1733583975,910359.26,1026942.64,0
298,CASH_IN,119833.41,C1053096256,2032.0,121865.41,C1148572861,530524.48,410691.07,0
298,PAYMENT,12013.93,C891363570,492145.38,480131.45,M1915697682,0.0,0.0,0
298,CASH_IN,135405.85,C1494510432,2828725.99,2964131.84,C1773402807,2756606.12,2621200.28,0
298,CASH_OUT,282831.8,C1018357189,0.0,0.0,C1087716371,1733417.16,2016248.96,0
298,TRANSFER,698614.92,C1458446334,0.0,0.0,C1666619536,3224962.14,3923577.06,0
298,CASH_OUT,301615.0,C1148367243,0.0,0.0,C1098183148,13330555.58,13632170.58,0
298,CASH_OUT,189626.01,C1008549127,42702.0,0.0,C731333049,219273.52,408899.53,0
298,TRANSFER,3053655.81,C1176119234,0.0,0.0,C1126609629,4278500.28,7332156.09,0
298,PAYMENT,19583.2,C2036402508,122209.0,102625.8,M1224149921,0.0,0.0,0
298,PAYMENT,23848.32,C1898249197,334477.21,310628.89,M61531560,0.0,0.0,0
298,CASH_OUT,314724.21,C791002615,53945.0,0.0,C1828460232,22741.6,337465.8,0
298,PAYMENT,10072.95,C1283823384,0.0,0.0,M1568760836,0.0,0.0,0
298,CASH_OUT,488030.08,C1334025413,488030.08,0.0,C1576007778,64147.06,552177.14,1
298,TRANSFER,488030.08,C1331489578,488030.08,0.0,C201103304,0.0,0.0,1
298,CASH_OUT,40043.74,C1344634344,40043.74,0.0,C1675764449,1462828.02,1502871.76,1
298,TRANSFER,40043.74,C1850753027,40043.74,0.0,C995702691,0.0,0.0,1
298,CASH_OUT,420714.66,C113028962,20016.0,0.0,C216559212,2108325.66,2529040.32,0
298,PAYMENT,6249.4,C1625793246,99454.0,93204.6,M1566257254,0.0,0.0,0
298,PAYMENT,3523.84,C1368279587,155773.0,152249.16,M1380941054,0.0,0.0,0
298,CASH_OUT,213336.83,C2026518746,0.0,0.0,C422450585,912374.15,1125710.98,0
298,CASH_OUT,128593.12,C327321119,0.0,0.0,C1180503924,11457399.63,11585992.75,0
298,TRANSFER,11079778.4,C809832888,0.0,0.0,C521905470,63051983.03,74131761.43,0
298,CASH_IN,32235.7,C1882520118,3073712.85,3105948.54,C1430379746,740408.6,708172.9,0
298,CASH_IN,141397.44,C20129534,7691796.71,7833194.15,C2024850569,753278.85,611881.41,0
298,CASH_OUT,97187.52,C1940959901,98374.0,1186.48,C1360499629,92312.99,189500.51,0
298,PAYMENT,53299.16,C1547962631,0.0,0.0,M2133238222,0.0,0.0,0
298,PAYMENT,61150.35,C1141130785,78909.0,17758.65,M2102254377,0.0,0.0,0
298,TRANSFER,2606207.49,C298020710,240981.0,0.0,C1742758079,0.0,2606207.49,0
298,CASH_OUT,394876.27,C259281713,0.0,0.0,C1313702337,3217354.35,3612230.62,0
298,CASH_OUT,53088.04,C1768359873,24899.0,0.0,C43201187,224841.99,277930.03,0
298,CASH_OUT,470667.18,C2078907263,0.0,0.0,C709352390,593302.49,1063969.67,0
298,TRANSFER,174714.89,C254528159,0.0,0.0,C2119522831,233952.87,408667.76,0
298,TRANSFER,954287.96,C1900629313,0.0,0.0,C1913640672,2453252.76,3407540.71,0
298,CASH_IN,134152.11,C1500478953,19428990.19,19563142.3,C672137778,4129123.99,3994971.87,0
298,PAYMENT,24419.44,C1410180302,12099.0,0.0,M931254591,0.0,0.0,0
298,CASH_OUT,180449.04,C2009353403,474128.0,293678.96,C133605765,0.0,180449.04,0
298,TRANSFER,1740426.97,C956103562,79267.0,0.0,C1340355116,615826.34,2356253.3,0
298,CASH_OUT,134570.97,C48637807,231948.79,97377.82,C811352404,233164.28,367735.25,0
298,CASH_OUT,181302.7,C2062570757,0.0,0.0,C353902838,183607.66,499270.39,0
298,TRANSFER,31619.06,C7538897,0.0,0.0,C1641665025,446655.79,478274.85,0
298,CASH_IN,130793.97,C277100634,4623842.97,4754636.94,C1548358409,591048.9,460254.93,0
298,CASH_IN,282404.66,C1703028722,22008.0,304412.66,C1523228018,16643.81,0.0,0
298,CASH_OUT,19758.52,C1367762593,0.0,0.0,C1206078962,6530999.3,6550757.82,0
298,CASH_OUT,138373.63,C129033375,23611.0,0.0,C1096172879,0.0,138373.63,0
298,CASH_OUT,120371.88,C920197623,0.0,0.0,C2055242324,1481220.95,1601592.83,0
298,CASH_OUT,151414.84,C1765245427,212.0,0.0,C1383445267,13192.57,164607.41,0
298,CASH_OUT,360596.02,C1457813583,153510.0,0.0,C405758825,0.0,360596.02,0
298,CASH_OUT,61133.86,C716501075,0.0,0.0,C1187694094,71672.68,132806.54,0
298,PAYMENT,42480.48,C640248772,1957.0,0.0,M1173887211,0.0,0.0,0
298,TRANSFER,3096823.95,C1661558862,0.0,0.0,C105821680,5097048.65,8193872.6,0
298,TRANSFER,1504344.41,C1339647990,0.0,0.0,C568389897,6097733.69,7602078.1,0
298,TRANSFER,87060.06,C249980843,0.0,0.0,C538760115,160017.87,247077.93,0
298,PAYMENT,10319.47,C1953482053,0.0,0.0,M1793673328,0.0,0.0,0
298,CASH_OUT,312689.11,C908313937,0.0,0.0,C767130392,364493.65,677182.76,0
298,CASH_OUT,89416.57,C253579722,200432.0,111015.43,C1310597243,1077874.88,1167291.46,0
298,PAYMENT,85138.69,C2138263934,11547.0,0.0,M1278895399,0.0,0.0,0
298,PAYMENT,8922.79,C25722506,88660.0,79737.21,M92513535,0.0,0.0,0
298,TRANSFER,2520825.65,C707119541,0.0,0.0,C1004823375,6278070.28,8798895.93,0
298,CASH_IN,9362.48,C692440461,51109.0,60471.48,C492509804,95911.29,86548.81,0
298,PAYMENT,15971.88,C711864543,0.0,0.0,M1613182130,0.0,0.0,0
298,PAYMENT,29759.55,C734744482,22888.0,0.0,M1636317161,0.0,0.0,0
298,CASH_IN,332961.94,C1827575959,124.0,333085.94,C889747784,0.0,0.0,0
298,TRANSFER,3203993.78,C1020011777,0.0,0.0,C124865664,5146972.89,8350966.67,0
298,CASH_OUT,314041.89,C1635011056,23459.0,0.0,C1508545146,1274832.11,1588874.01,0
298,CASH_OUT,494504.17,C1127719302,0.0,0.0,C2129785505,20198053.29,20692557.46,0
298,CASH_OUT,55249.29,C640710617,0.0,0.0,C1040955438,519371.95,574621.23,0
298,CASH_OUT,120504.5,C1252321113,0.0,0.0,C528487670,4649802.83,4770307.33,0
298,PAYMENT,17963.25,C396973435,10629.0,0.0,M275575303,0.0,0.0,0
298,CASH_IN,177223.31,C2133059967,9504229.9,9681453.21,C1974340138,1027338.34,850115.03,0
298,CASH_IN,317485.91,C156653003,33823.0,351308.91,C449832411,0.0,0.0,0
298,CASH_IN,136187.72,C1461080831,52714.0,188901.72,C208927789,281599.75,145412.02,0
298,CASH_OUT,170663.08,C1551912006,0.0,0.0,C161952508,249252.85,419915.93,0
298,CASH_OUT,411575.66,C89524378,0.0,0.0,C1600672242,978995.49,1390571.14,0
298,CASH_IN,69156.54,C1756146276,24416179.4,24485335.93,C361596005,292220.28,223063.74,0
298,PAYMENT,24485.89,C1169250565,489702.94,465217.05,M415067216,0.0,0.0,0
298,PAYMENT,867.21,C1852106407,392.0,0.0,M494891363,0.0,0.0,0
298,PAYMENT,32257.05,C1312926788,0.0,0.0,M625845124,0.0,0.0,0
298,PAYMENT,3516.94,C1861884500,0.0,0.0,M926748397,0.0,0.0,0
298,CASH_IN,214717.41,C434953498,302660.0,517377.41,C489654756,42143.51,0.0,0
298,CASH_OUT,213700.84,C1574457765,0.0,0.0,C590920344,1584756.02,1798456.85,0
298,CASH_OUT,493845.66,C1203409235,632.0,0.0,C1382787098,1231.97,495077.62,0
298,TRANSFER,220481.32,C846921622,0.0,0.0,C2063314910,458235.69,678717.01,0
298,PAYMENT,27915.81,C1179392911,0.0,0.0,M2021812227,0.0,0.0,0
298,PAYMENT,4050.9,C2047934533,63066.0,59015.1,M730657018,0.0,0.0,0
298,CASH_IN,84845.59,C334336805,3933601.76,4018447.36,C971523826,6645312.37,6560466.78,0
298,TRANSFER,1046724.21,C91574254,99468.0,0.0,C29744271,0.0,1046724.21,0
298,CASH_OUT,225526.65,C1595724983,0.0,0.0,C945015654,3621220.95,3846747.6,0
298,TRANSFER,360677.22,C1575402603,0.0,0.0,C1824011138,647624.82,1008302.04,0
298,CASH_OUT,431540.92,C1959968704,675.0,0.0,C1139989693,195764.19,627305.11,0
298,PAYMENT,10631.83,C1247370264,704.0,0.0,M1225212720,0.0,0.0,0
298,CASH_OUT,20529.73,C759291288,0.0,0.0,C725844568,195725.59,216255.32,0
298,CASH_OUT,125763.24,C1208012302,0.0,0.0,C585371380,283242.49,409005.73,0
298,CASH_IN,286327.39,C412967040,90839.0,377166.39,C2069825863,0.0,0.0,0
298,PAYMENT,31.19,C718642449,0.0,0.0,M845950778,0.0,0.0,0
298,PAYMENT,29467.72,C1222723585,18046.0,0.0,M1687876855,0.0,0.0,0
298,CASH_OUT,84437.13,C1768568391,0.0,0.0,C997078628,199661.85,284098.99,0
298,CASH_OUT,20237.96,C2072842775,0.0,0.0,C1364746562,562103.63,582341.59,0
298,PAYMENT,4350.49,C1886767955,21558.0,17207.51,M1029641419,0.0,0.0,0
298,TRANSFER,1321774.28,C686861981,0.0,0.0,C1081989118,2120010.78,3441785.06,0
298,CASH_IN,73967.85,C376311891,13787800.81,13861768.66,C916603939,1124278.47,1050310.62,0
298,CASH_OUT,322771.86,C316572419,0.0,0.0,C823257458,1185601.17,1508373.02,0
298,CASH_OUT,74113.7,C1421965209,65508.0,0.0,C149721099,0.0,74113.7,0
298,PAYMENT,15094.76,C1313743380,10370.0,0.0,M5593088,0.0,0.0,0
298,CASH_OUT,466058.94,C515256881,23192.0,0.0,C1123467519,112220.53,578279.47,0
298,TRANSFER,401918.47,C1245871079,20863.0,0.0,C2055469917,0.0,401918.47,0
298,CASH_OUT,417838.51,C366744578,76425.0,0.0,C1427114625,12498824.01,12916662.52,0
298,CASH_IN,85592.12,C846178947,10018025.76,10103617.87,C2122940206,693236.79,607644.67,0
298,CASH_IN,584748.21,C1816385161,5055.0,589803.21,C780620151,0.0,0.0,0
298,CASH_IN,232700.85,C34445168,2704072.01,2936772.86,C358024113,536470.34,303769.49,0
298,CASH_IN,105361.4,C638531985,18935536.74,19040898.14,C89718148,8146166.29,8040804.89,0
298,CASH_IN,274128.09,C117635360,39739.0,313867.09,C988789228,0.0,0.0,0
298,PAYMENT,36174.76,C258008014,517.0,0.0,M459587877,0.0,0.0,0
298,CASH_IN,336223.07,C1582759733,52303.0,388526.07,C435265038,0.0,0.0,0
298,CASH_IN,383428.91,C1453790705,207.0,383635.91,C1284788906,657449.68,274020.77,0
298,CASH_IN,539427.12,C1044755450,944887.01,1484314.13,C34936924,814552.28,275125.16,0
298,PAYMENT,13165.43,C665452444,0.0,0.0,M139126369,0.0,0.0,0
298,TRANSFER,3010735.78,C1697996479,0.0,0.0,C264137089,5558797.16,8569532.94,0
298,TRANSFER,10064510.32,C1406394486,0.0,0.0,C363415685,68941794.37,79006304.69,0
298,CASH_IN,238650.89,C1255616366,296.0,238946.89,C186066384,1626901.08,1388250.19,0
298,CASH_IN,177578.7,C88519646,18056572.74,18234151.44,C797348072,255907.4,78328.7,0
298,PAYMENT,13815.57,C172822907,0.0,0.0,M692719853,0.0,0.0,0
298,CASH_OUT,313070.53,C1212901071,0.0,0.0,C836695584,10140484.99,10453555.53,0
298,CASH_IN,173924.38,C967802334,49761.0,223685.38,C7472325,101469.37,0.0,0
298,CASH_IN,431837.91,C1347835689,20846207.4,21278045.31,C169423763,4911953.67,4480115.76,0
298,CASH_IN,255762.58,C1755607090,71665.0,327427.58,C41941311,1329740.1,1073977.53,0
298,PAYMENT,308.3,C1580279515,30238.0,29929.7,M176834466,0.0,0.0,0
298,PAYMENT,2658.06,C1034823811,2943.0,284.94,M1978655082,0.0,0.0,0
298,PAYMENT,33536.21,C702904847,238952.16,205415.94,M823816376,0.0,0.0,0
298,CASH_OUT,286276.0,C994818208,0.0,0.0,C2134372632,340561.03,626837.03,0
298,CASH_OUT,161141.19,C646758646,0.0,0.0,C1304089606,425865.09,587006.28,0
298,CASH_IN,182843.15,C1385113370,129113.0,311956.15,C82564485,2267572.82,2084729.67,0
298,PAYMENT,27702.49,C1053721253,161396.0,133693.51,M836265872,0.0,0.0,0
298,CASH_OUT,279745.49,C1159597278,0.0,0.0,C804813045,281453.0,561198.49,0
298,TRANSFER,614345.52,C475186825,0.0,0.0,C631312554,1127894.13,1742239.66,0
298,TRANSFER,448835.04,C1110043258,0.0,0.0,C1690933552,30065081.18,30513916.22,0
298,TRANSFER,5278716.72,C1880518939,21864.0,0.0,C1839795,91293.81,5370010.53,0
298,PAYMENT,10138.57,C1845883996,0.0,0.0,M801368486,0.0,0.0,0
298,CASH_OUT,295268.57,C550094112,9145.0,0.0,C1152213441,140144.95,435413.53,0
298,CASH_OUT,222259.73,C1303559851,26722.0,0.0,C1693130054,23997.23,246256.96,0
298,PAYMENT,5299.5,C905542065,21928.0,16628.5,M1737548957,0.0,0.0,0
298,CASH_IN,327957.88,C731075195,2341009.97,2668967.85,C2054491326,3162343.23,2834385.35,0
298,PAYMENT,43667.6,C1386543792,10665.0,0.0,M2033785032,0.0,0.0,0
298,PAYMENT,12561.55,C617969930,0.0,0.0,M1357947022,0.0,0.0,0
298,CASH_IN,382236.16,C1785971154,3016.0,385252.16,C518435329,991582.07,609345.91,0
298,CASH_OUT,236804.04,C1552894098,0.0,0.0,C78491510,3473012.03,3709816.07,0
298,CASH_OUT,130692.69,C194032135,0.0,0.0,C545436622,3648361.81,3779054.5,0
298,PAYMENT,14858.2,C1863782419,0.0,0.0,M2047152012,0.0,0.0,0
298,PAYMENT,20730.35,C372165665,2568.0,0.0,M1036914003,0.0,0.0,0
298,CASH_OUT,131371.14,C1657164064,0.0,0.0,C577259809,242151.86,404602.17,0
298,CASH_OUT,228863.87,C1039947051,0.0,0.0,C1721621575,1610592.87,1839456.75,0
298,PAYMENT,7071.1,C904749219,0.0,0.0,M27506888,0.0,0.0,0
298,CASH_OUT,85876.6,C97332730,0.0,0.0,C591118818,254039.14,339915.74,0
298,CASH_IN,519324.8,C2146056727,14212.0,533536.8,C1240232972,250137.85,0.0,0
298,CASH_OUT,164308.2,C165230788,20879.0,0.0,C978345787,539803.77,704111.96,0
298,CASH_OUT,16995.19,C1066747903,0.0,0.0,C1927600506,226732.52,243727.71,0
298,PAYMENT,72652.66,C1977468601,22319.0,0.0,M1827117462,0.0,0.0,0
298,PAYMENT,419.06,C1582916520,0.0,0.0,M1088529739,0.0,0.0,0
298,PAYMENT,1138.63,C636450180,0.0,0.0,M769801440,0.0,0.0,0
298,CASH_OUT,114210.76,C557291476,0.0,0.0,C1162358907,229269.5,343480.26,0
298,PAYMENT,18493.64,C1213159925,3049.0,0.0,M1233499311,0.0,0.0,0
298,CASH_OUT,229797.02,C642681151,30238.0,0.0,C806721380,3522006.62,3751803.64,0
298,CASH_OUT,265675.47,C1245436844,0.0,0.0,C1360387678,435919.57,701595.03,0
298,TRANSFER,162518.88,C1513531459,0.0,0.0,C55305556,1443962.69,1606481.57,0
298,CASH_OUT,147630.79,C1904353204,0.0,0.0,C99117888,3906303.05,4053933.84,0
298,CASH_IN,109130.5,C1823840538,1411.0,110541.5,C1097050607,656871.21,547740.71,0
298,TRANSFER,17511487.76,C985106801,0.0,0.0,C1914773660,32561025.35,50072513.12,0
298,CASH_OUT,17497.21,C368179323,0.0,0.0,C1947092892,345788.14,363285.35,0
298,CASH_OUT,366824.36,C1665961712,0.0,0.0,C412926956,474789.19,841613.55,0
298,CASH_OUT,285521.02,C1348041960,14608.0,0.0,C1764750104,246176.32,531697.34,0
298,CASH_OUT,209533.43,C862305714,52166.0,0.0,C1724626236,513521.28,723054.71,0
298,CASH_OUT,92882.94,C560277883,0.0,0.0,C471415588,825599.21,918482.16,0
298,CASH_OUT,52474.44,C485224293,2093.0,0.0,C1349001719,27136.76,79611.2,0
298,CASH_OUT,320837.69,C1876862983,30780.0,0.0,C1119955112,39317.16,360154.85,0
298,PAYMENT,14728.33,C1664672229,20065.0,5336.67,M1893153476,0.0,0.0,0
298,CASH_IN,54964.41,C1227494564,78318.0,133282.41,C1280119230,0.0,0.0,0
298,CASH_OUT,162119.02,C273251491,84275.33,0.0,C77016094,3255023.21,3417142.23,0
298,CASH_IN,243714.85,C1868331992,2117112.72,2360827.58,C1582595869,1234668.83,990953.98,0
298,CASH_OUT,21031.08,C982746320,4287.0,0.0,C510195431,142006.15,163037.23,0
298,TRANSFER,346509.76,C2117237422,145554.0,0.0,C38446359,512325.03,858834.79,0
298,PAYMENT,11879.54,C1988181799,0.0,0.0,M967679913,0.0,0.0,0
298,PAYMENT,49228.62,C1328033833,162184.0,112955.38,M1021206492,0.0,0.0,0
298,TRANSFER,1913916.7,C1203308780,0.0,0.0,C1675290549,2006516.29,3920433.0,0
298,TRANSFER,4331617.49,C1318642388,0.0,0.0,C2135057101,5347654.96,9679272.45,0
298,CASH_IN,29008.82,C769731400,6584601.99,6613610.82,C2017601195,52243.67,23234.85,0
298,CASH_OUT,104988.91,C989132249,0.0,0.0,C1412464901,450232.13,555221.04,0
298,PAYMENT,11724.68,C551165022,0.0,0.0,M1019080618,0.0,0.0,0
298,PAYMENT,13047.98,C521244460,0.0,0.0,M937005571,0.0,0.0,0
298,PAYMENT,8683.03,C766234976,361321.56,352638.53,M469278204,0.0,0.0,0
298,PAYMENT,38705.62,C1618001787,38573.88,0.0,M1938382786,0.0,0.0,0
298,PAYMENT,1763.97,C1923359828,0.0,0.0,M1974531421,0.0,0.0,0
299,PAYMENT,3546.75,C1531768761,0.0,0.0,M1238645198,0.0,0.0,0
299,PAYMENT,1364.06,C760615154,1871.0,506.94,M1753634952,0.0,0.0,0
299,PAYMENT,18307.96,C1824179954,0.0,0.0,M1789422623,0.0,0.0,0
299,PAYMENT,5753.09,C2099323894,0.0,0.0,M1444834441,0.0,0.0,0
299,CASH_OUT,378682.94,C1039371481,0.0,0.0,C879329312,4785500.61,5164183.55,0
299,PAYMENT,64495.24,C1295150030,59725.0,0.0,M1612591925,0.0,0.0,0
299,CASH_OUT,1150561.97,C193037464,1150561.97,0.0,C1871742999,497440.37,1648002.34,1
299,CASH_OUT,1158358.08,C740548252,1158358.08,0.0,C1317682776,0.0,1158358.08,1
299,TRANSFER,1150561.97,C817857207,1150561.97,0.0,C1094225384,0.0,0.0,1
299,PAYMENT,21325.06,C937758279,156725.81,135400.74,M285280322,0.0,0.0,0
299,CASH_OUT,81761.2,C984273179,0.0,0.0,C1103218502,587821.12,669582.32,0
299,CASH_IN,19585.48,C768604237,8099870.86,8119456.34,C225558006,264667.85,245082.37,0
299,CASH_OUT,935790.41,C2009627965,935790.41,0.0,C1708248220,2889033.29,3824823.7,1
299,TRANSFER,935790.41,C2136408151,935790.41,0.0,C39269592,0.0,0.0,1
299,CASH_OUT,677503.25,C1295540356,677503.25,0.0,C1130686402,2708553.09,3386056.34,1
299,TRANSFER,677503.25,C1439879444,677503.25,0.0,C1677398142,0.0,0.0,1
299,CASH_OUT,5166728.87,C371181257,5166728.87,0.0,C1648449094,0.0,5166728.87,1
299,CASH_OUT,7865.66,C494267757,0.0,0.0,C32151644,5013100.46,5020966.12,0
299,CASH_IN,221.76,C1967837001,6379501.84,6379723.6,C1956457360,20261.47,20039.71,0
299,PAYMENT,21043.39,C27550470,337928.05,316884.66,M1095100536,0.0,0.0,0
299,TRANSFER,606023.13,C658165024,0.0,0.0,C2136921226,802459.3,1408482.43,0
299,TRANSFER,165324.61,C1031070583,0.0,0.0,C654378337,2063887.19,2229211.81,0
299,CASH_IN,172599.33,C355906237,2564232.5,2736831.83,C198022134,740034.98,567435.65,0
299,CASH_OUT,203483.34,C625188134,83497.0,0.0,C1616597354,0.0,203483.34,0
299,CASH_OUT,78333.99,C1415686539,0.0,0.0,C755373248,612549.89,690883.88,0
299,CASH_OUT,142592.34,C504640566,0.0,0.0,C1718261006,958548.88,1101141.21,0
299,PAYMENT,18494.94,C1196467105,3043.01,0.0,M695920647,0.0,0.0,0
299,PAYMENT,24569.62,C1842996541,10129.0,0.0,M85936172,0.0,0.0,0
299,TRANSFER,1414169.03,C1356034828,34403.0,0.0,C1967220056,7055257.43,8469426.45,0
299,CASH_IN,19420.92,C538641456,2113018.97,2132439.89,C386827295,746444.69,727023.77,0
299,PAYMENT,14222.55,C798104416,0.0,0.0,M206979161,0.0,0.0,0
299,PAYMENT,5596.51,C605966954,7076.0,1479.49,M1061248320,0.0,0.0,0
299,TRANSFER,487372.82,C1351094794,301378.0,0.0,C1424097089,2945837.92,3433210.74,0
299,PAYMENT,32230.69,C1273493674,106841.0,74610.31,M992065346,0.0,0.0,0
299,PAYMENT,18434.61,C344764633,0.0,0.0,M607947038,0.0,0.0,0
299,PAYMENT,7668.52,C441424097,0.0,0.0,M286717657,0.0,0.0,0
299,CASH_OUT,73375.92,C924210576,0.0,0.0,C1976129950,159820.3,233196.22,0
299,CASH_OUT,133931.95,C1513544051,1154.0,0.0,C1378480495,14255.79,148187.74,0
